,Seed,Step,Coverage,Param
10304,3,274843,464,"('--experimental_cross_over_frequency=1',)"
10305,3,274914,464,"('--experimental_cross_over_frequency=1',)"
10306,3,275080,464,"('--experimental_cross_over_frequency=1',)"
10307,3,275142,464,"('--experimental_cross_over_frequency=1',)"
10308,3,275465,464,"('--experimental_cross_over_frequency=1',)"
10309,3,275684,464,"('--experimental_cross_over_frequency=1',)"
10310,3,275706,464,"('--experimental_cross_over_frequency=1',)"
10311,3,275742,464,"('--experimental_cross_over_frequency=1',)"
10312,3,276058,464,"('--experimental_cross_over_frequency=1',)"
10313,3,276505,464,"('--experimental_cross_over_frequency=1',)"
10314,3,276939,464,"('--experimental_cross_over_frequency=1',)"
10315,3,277042,464,"('--experimental_cross_over_frequency=1',)"
10316,3,277513,464,"('--experimental_cross_over_frequency=1',)"
10317,3,277529,464,"('--experimental_cross_over_frequency=1',)"
10318,3,277558,464,"('--experimental_cross_over_frequency=1',)"
10319,3,277595,464,"('--experimental_cross_over_frequency=1',)"
10320,3,277739,464,"('--experimental_cross_over_frequency=1',)"
10321,3,277870,464,"('--experimental_cross_over_frequency=1',)"
10322,3,278152,464,"('--experimental_cross_over_frequency=1',)"
10323,3,278228,464,"('--experimental_cross_over_frequency=1',)"
10324,3,278409,464,"('--experimental_cross_over_frequency=1',)"
10325,3,278493,464,"('--experimental_cross_over_frequency=1',)"
10326,3,278714,464,"('--experimental_cross_over_frequency=1',)"
10327,3,278810,464,"('--experimental_cross_over_frequency=1',)"
10328,3,278871,464,"('--experimental_cross_over_frequency=1',)"
10329,3,278941,464,"('--experimental_cross_over_frequency=1',)"
10330,3,279842,464,"('--experimental_cross_over_frequency=1',)"
10331,3,280160,464,"('--experimental_cross_over_frequency=1',)"
10332,3,280194,464,"('--experimental_cross_over_frequency=1',)"
10333,3,280421,464,"('--experimental_cross_over_frequency=1',)"
10334,3,280513,464,"('--experimental_cross_over_frequency=1',)"
10335,3,280715,464,"('--experimental_cross_over_frequency=1',)"
10336,3,281236,464,"('--experimental_cross_over_frequency=1',)"
10337,3,281311,464,"('--experimental_cross_over_frequency=1',)"
10338,3,281491,464,"('--experimental_cross_over_frequency=1',)"
10339,3,281705,464,"('--experimental_cross_over_frequency=1',)"
10340,3,282016,464,"('--experimental_cross_over_frequency=1',)"
10341,3,282183,464,"('--experimental_cross_over_frequency=1',)"
10342,3,282383,464,"('--experimental_cross_over_frequency=1',)"
10343,3,282421,464,"('--experimental_cross_over_frequency=1',)"
10344,3,282603,464,"('--experimental_cross_over_frequency=1',)"
10345,3,283055,464,"('--experimental_cross_over_frequency=1',)"
10346,3,283448,464,"('--experimental_cross_over_frequency=1',)"
10347,3,284000,464,"('--experimental_cross_over_frequency=1',)"
10348,3,284001,464,"('--experimental_cross_over_frequency=1',)"
10349,3,284125,464,"('--experimental_cross_over_frequency=1',)"
10350,3,284519,464,"('--experimental_cross_over_frequency=1',)"
10351,3,284862,464,"('--experimental_cross_over_frequency=1',)"
10352,3,284909,464,"('--experimental_cross_over_frequency=1',)"
10353,3,285101,464,"('--experimental_cross_over_frequency=1',)"
10354,3,285168,464,"('--experimental_cross_over_frequency=1',)"
10355,3,285180,464,"('--experimental_cross_over_frequency=1',)"
10356,3,285272,464,"('--experimental_cross_over_frequency=1',)"
10357,3,285667,464,"('--experimental_cross_over_frequency=1',)"
10358,3,285759,464,"('--experimental_cross_over_frequency=1',)"
10359,3,285836,464,"('--experimental_cross_over_frequency=1',)"
10360,3,286000,464,"('--experimental_cross_over_frequency=1',)"
10361,3,286123,464,"('--experimental_cross_over_frequency=1',)"
10362,3,286634,464,"('--experimental_cross_over_frequency=1',)"
10363,3,286685,464,"('--experimental_cross_over_frequency=1',)"
10364,3,286776,464,"('--experimental_cross_over_frequency=1',)"
10365,3,286843,464,"('--experimental_cross_over_frequency=1',)"
10366,3,286972,464,"('--experimental_cross_over_frequency=1',)"
10367,3,287233,464,"('--experimental_cross_over_frequency=1',)"
10368,3,287664,464,"('--experimental_cross_over_frequency=1',)"
10369,3,287766,464,"('--experimental_cross_over_frequency=1',)"
10370,3,288177,464,"('--experimental_cross_over_frequency=1',)"
10371,3,288186,464,"('--experimental_cross_over_frequency=1',)"
10372,3,288407,464,"('--experimental_cross_over_frequency=1',)"
10373,3,288593,464,"('--experimental_cross_over_frequency=1',)"
10374,3,288919,464,"('--experimental_cross_over_frequency=1',)"
10375,3,288930,464,"('--experimental_cross_over_frequency=1',)"
10376,3,289447,464,"('--experimental_cross_over_frequency=1',)"
10377,3,289504,464,"('--experimental_cross_over_frequency=1',)"
10378,3,289624,464,"('--experimental_cross_over_frequency=1',)"
10379,3,289642,464,"('--experimental_cross_over_frequency=1',)"
10380,3,289749,464,"('--experimental_cross_over_frequency=1',)"
10381,3,289836,464,"('--experimental_cross_over_frequency=1',)"
10382,3,290692,464,"('--experimental_cross_over_frequency=1',)"
10383,3,290813,464,"('--experimental_cross_over_frequency=1',)"
10384,3,290899,464,"('--experimental_cross_over_frequency=1',)"
10385,3,291142,464,"('--experimental_cross_over_frequency=1',)"
10386,3,291828,464,"('--experimental_cross_over_frequency=1',)"
10387,3,292094,464,"('--experimental_cross_over_frequency=1',)"
10388,3,292350,464,"('--experimental_cross_over_frequency=1',)"
10389,3,292541,464,"('--experimental_cross_over_frequency=1',)"
10390,3,292812,464,"('--experimental_cross_over_frequency=1',)"
10391,3,292813,464,"('--experimental_cross_over_frequency=1',)"
10392,3,293137,464,"('--experimental_cross_over_frequency=1',)"
10393,3,293413,464,"('--experimental_cross_over_frequency=1',)"
10394,3,294184,464,"('--experimental_cross_over_frequency=1',)"
10395,3,294260,464,"('--experimental_cross_over_frequency=1',)"
10396,3,294367,464,"('--experimental_cross_over_frequency=1',)"
10397,3,294368,464,"('--experimental_cross_over_frequency=1',)"
10398,3,295163,464,"('--experimental_cross_over_frequency=1',)"
10399,3,295855,464,"('--experimental_cross_over_frequency=1',)"
10400,3,295897,464,"('--experimental_cross_over_frequency=1',)"
10401,3,295959,464,"('--experimental_cross_over_frequency=1',)"
10402,3,296080,464,"('--experimental_cross_over_frequency=1',)"
10403,3,296386,464,"('--experimental_cross_over_frequency=1',)"
10404,3,296522,464,"('--experimental_cross_over_frequency=1',)"
10405,3,296629,464,"('--experimental_cross_over_frequency=1',)"
10406,3,296770,464,"('--experimental_cross_over_frequency=1',)"
10407,3,296782,464,"('--experimental_cross_over_frequency=1',)"
10408,3,297038,464,"('--experimental_cross_over_frequency=1',)"
10409,3,297062,464,"('--experimental_cross_over_frequency=1',)"
10410,3,297083,464,"('--experimental_cross_over_frequency=1',)"
10411,3,297241,464,"('--experimental_cross_over_frequency=1',)"
10412,3,297347,464,"('--experimental_cross_over_frequency=1',)"
10413,3,297636,464,"('--experimental_cross_over_frequency=1',)"
10414,3,297758,464,"('--experimental_cross_over_frequency=1',)"
10415,3,297863,464,"('--experimental_cross_over_frequency=1',)"
10416,3,297894,464,"('--experimental_cross_over_frequency=1',)"
10417,3,298022,464,"('--experimental_cross_over_frequency=1',)"
10418,3,298149,464,"('--experimental_cross_over_frequency=1',)"
10419,3,298366,464,"('--experimental_cross_over_frequency=1',)"
10420,3,298461,464,"('--experimental_cross_over_frequency=1',)"
10421,3,298502,464,"('--experimental_cross_over_frequency=1',)"
10422,3,298584,464,"('--experimental_cross_over_frequency=1',)"
10423,3,298703,464,"('--experimental_cross_over_frequency=1',)"
10424,3,298849,464,"('--experimental_cross_over_frequency=1',)"
10425,3,299005,464,"('--experimental_cross_over_frequency=1',)"
10426,3,299066,464,"('--experimental_cross_over_frequency=1',)"
10427,3,299806,464,"('--experimental_cross_over_frequency=1',)"
10428,3,299872,464,"('--experimental_cross_over_frequency=1',)"
10429,3,299996,464,"('--experimental_cross_over_frequency=1',)"
10430,3,300102,464,"('--experimental_cross_over_frequency=1',)"
10431,3,300138,464,"('--experimental_cross_over_frequency=1',)"
10432,3,300146,464,"('--experimental_cross_over_frequency=1',)"
10433,3,300186,464,"('--experimental_cross_over_frequency=1',)"
10434,3,300297,464,"('--experimental_cross_over_frequency=1',)"
10435,3,300413,464,"('--experimental_cross_over_frequency=1',)"
10436,3,300519,464,"('--experimental_cross_over_frequency=1',)"
10437,3,300725,464,"('--experimental_cross_over_frequency=1',)"
10438,3,300815,464,"('--experimental_cross_over_frequency=1',)"
10439,3,301597,464,"('--experimental_cross_over_frequency=1',)"
10440,3,301802,464,"('--experimental_cross_over_frequency=1',)"
10441,3,301978,464,"('--experimental_cross_over_frequency=1',)"
10442,3,302015,464,"('--experimental_cross_over_frequency=1',)"
10443,3,302049,464,"('--experimental_cross_over_frequency=1',)"
10444,3,302214,464,"('--experimental_cross_over_frequency=1',)"
10445,3,302220,464,"('--experimental_cross_over_frequency=1',)"
10446,3,302317,464,"('--experimental_cross_over_frequency=1',)"
10447,3,302428,464,"('--experimental_cross_over_frequency=1',)"
10448,3,302684,464,"('--experimental_cross_over_frequency=1',)"
10449,3,302886,464,"('--experimental_cross_over_frequency=1',)"
10450,3,303038,464,"('--experimental_cross_over_frequency=1',)"
10451,3,303460,464,"('--experimental_cross_over_frequency=1',)"
10452,3,303497,464,"('--experimental_cross_over_frequency=1',)"
10453,3,304030,464,"('--experimental_cross_over_frequency=1',)"
10454,3,304337,464,"('--experimental_cross_over_frequency=1',)"
10455,3,304775,464,"('--experimental_cross_over_frequency=1',)"
10456,3,304791,464,"('--experimental_cross_over_frequency=1',)"
10457,3,305217,464,"('--experimental_cross_over_frequency=1',)"
10458,3,305250,464,"('--experimental_cross_over_frequency=1',)"
10459,3,305267,464,"('--experimental_cross_over_frequency=1',)"
10460,3,305348,464,"('--experimental_cross_over_frequency=1',)"
10461,3,305355,464,"('--experimental_cross_over_frequency=1',)"
10462,3,305366,464,"('--experimental_cross_over_frequency=1',)"
10463,3,305479,464,"('--experimental_cross_over_frequency=1',)"
10464,3,305566,464,"('--experimental_cross_over_frequency=1',)"
10465,3,305691,464,"('--experimental_cross_over_frequency=1',)"
10466,3,305878,464,"('--experimental_cross_over_frequency=1',)"
10467,3,306354,465,"('--experimental_cross_over_frequency=1',)"
10468,3,306460,465,"('--experimental_cross_over_frequency=1',)"
10469,3,306611,465,"('--experimental_cross_over_frequency=1',)"
10470,3,306767,465,"('--experimental_cross_over_frequency=1',)"
10471,3,307043,465,"('--experimental_cross_over_frequency=1',)"
10472,3,307193,465,"('--experimental_cross_over_frequency=1',)"
10473,3,307404,465,"('--experimental_cross_over_frequency=1',)"
10474,3,307407,465,"('--experimental_cross_over_frequency=1',)"
10475,3,307738,465,"('--experimental_cross_over_frequency=1',)"
10476,3,308002,465,"('--experimental_cross_over_frequency=1',)"
10477,3,308222,465,"('--experimental_cross_over_frequency=1',)"
10478,3,308438,465,"('--experimental_cross_over_frequency=1',)"
10479,3,308460,465,"('--experimental_cross_over_frequency=1',)"
10480,3,308493,465,"('--experimental_cross_over_frequency=1',)"
10481,3,308611,465,"('--experimental_cross_over_frequency=1',)"
10482,3,309113,465,"('--experimental_cross_over_frequency=1',)"
10483,3,309189,465,"('--experimental_cross_over_frequency=1',)"
10484,3,309280,465,"('--experimental_cross_over_frequency=1',)"
10485,3,309436,465,"('--experimental_cross_over_frequency=1',)"
10486,3,309463,465,"('--experimental_cross_over_frequency=1',)"
10487,3,309564,465,"('--experimental_cross_over_frequency=1',)"
10488,3,310115,465,"('--experimental_cross_over_frequency=1',)"
10489,3,310251,465,"('--experimental_cross_over_frequency=1',)"
10490,3,310307,465,"('--experimental_cross_over_frequency=1',)"
10491,3,310349,465,"('--experimental_cross_over_frequency=1',)"
10492,3,310588,465,"('--experimental_cross_over_frequency=1',)"
10493,3,310704,465,"('--experimental_cross_over_frequency=1',)"
10494,3,311006,465,"('--experimental_cross_over_frequency=1',)"
10495,3,311104,465,"('--experimental_cross_over_frequency=1',)"
10496,3,311142,465,"('--experimental_cross_over_frequency=1',)"
10497,3,311177,465,"('--experimental_cross_over_frequency=1',)"
10498,3,311213,465,"('--experimental_cross_over_frequency=1',)"
10499,3,311229,465,"('--experimental_cross_over_frequency=1',)"
10500,3,311277,465,"('--experimental_cross_over_frequency=1',)"
10501,3,311458,465,"('--experimental_cross_over_frequency=1',)"
10502,3,311514,465,"('--experimental_cross_over_frequency=1',)"
10503,3,312120,465,"('--experimental_cross_over_frequency=1',)"
10504,3,312364,465,"('--experimental_cross_over_frequency=1',)"
10505,3,312571,465,"('--experimental_cross_over_frequency=1',)"
10506,3,312868,465,"('--experimental_cross_over_frequency=1',)"
10507,3,312976,465,"('--experimental_cross_over_frequency=1',)"
10508,3,312993,465,"('--experimental_cross_over_frequency=1',)"
10509,3,313000,465,"('--experimental_cross_over_frequency=1',)"
10510,3,313216,465,"('--experimental_cross_over_frequency=1',)"
10511,3,313232,465,"('--experimental_cross_over_frequency=1',)"
10512,3,313423,465,"('--experimental_cross_over_frequency=1',)"
10513,3,313570,465,"('--experimental_cross_over_frequency=1',)"
10514,3,313591,465,"('--experimental_cross_over_frequency=1',)"
10515,3,313622,465,"('--experimental_cross_over_frequency=1',)"
10516,3,313788,465,"('--experimental_cross_over_frequency=1',)"
10517,3,313877,465,"('--experimental_cross_over_frequency=1',)"
10518,3,313879,465,"('--experimental_cross_over_frequency=1',)"
10519,3,313954,465,"('--experimental_cross_over_frequency=1',)"
10520,3,314073,465,"('--experimental_cross_over_frequency=1',)"
10521,3,314124,465,"('--experimental_cross_over_frequency=1',)"
10522,3,314212,465,"('--experimental_cross_over_frequency=1',)"
10523,3,314473,465,"('--experimental_cross_over_frequency=1',)"
10524,3,314689,465,"('--experimental_cross_over_frequency=1',)"
10525,3,314700,465,"('--experimental_cross_over_frequency=1',)"
10526,3,314708,465,"('--experimental_cross_over_frequency=1',)"
10527,3,314774,465,"('--experimental_cross_over_frequency=1',)"
10528,3,314775,465,"('--experimental_cross_over_frequency=1',)"
10529,3,315343,465,"('--experimental_cross_over_frequency=1',)"
10530,3,315771,465,"('--experimental_cross_over_frequency=1',)"
10531,3,315782,465,"('--experimental_cross_over_frequency=1',)"
10532,3,316325,465,"('--experimental_cross_over_frequency=1',)"
10533,3,316421,465,"('--experimental_cross_over_frequency=1',)"
10534,3,316442,465,"('--experimental_cross_over_frequency=1',)"
10535,3,316848,465,"('--experimental_cross_over_frequency=1',)"
10536,3,316850,465,"('--experimental_cross_over_frequency=1',)"
10537,3,317031,465,"('--experimental_cross_over_frequency=1',)"
10538,3,317057,465,"('--experimental_cross_over_frequency=1',)"
10539,3,317134,465,"('--experimental_cross_over_frequency=1',)"
10540,3,317142,465,"('--experimental_cross_over_frequency=1',)"
10541,3,317234,465,"('--experimental_cross_over_frequency=1',)"
10542,3,317776,465,"('--experimental_cross_over_frequency=1',)"
10543,3,318017,465,"('--experimental_cross_over_frequency=1',)"
10544,3,318113,465,"('--experimental_cross_over_frequency=1',)"
10545,3,318177,465,"('--experimental_cross_over_frequency=1',)"
10546,3,318188,465,"('--experimental_cross_over_frequency=1',)"
10547,3,318299,465,"('--experimental_cross_over_frequency=1',)"
10548,3,318559,465,"('--experimental_cross_over_frequency=1',)"
10549,3,319063,466,"('--experimental_cross_over_frequency=1',)"
10550,3,319222,466,"('--experimental_cross_over_frequency=1',)"
10551,3,319523,466,"('--experimental_cross_over_frequency=1',)"
10552,3,320624,466,"('--experimental_cross_over_frequency=1',)"
10553,3,321047,466,"('--experimental_cross_over_frequency=1',)"
10554,3,321470,466,"('--experimental_cross_over_frequency=1',)"
10555,3,321516,466,"('--experimental_cross_over_frequency=1',)"
10556,3,321722,466,"('--experimental_cross_over_frequency=1',)"
10557,3,321893,466,"('--experimental_cross_over_frequency=1',)"
10558,3,322134,466,"('--experimental_cross_over_frequency=1',)"
10559,3,322824,466,"('--experimental_cross_over_frequency=1',)"
10560,4,2,30,"('--experimental_cross_over_frequency=1',)"
10561,4,3,76,"('--experimental_cross_over_frequency=1',)"
10562,4,4,80,"('--experimental_cross_over_frequency=1',)"
10563,4,7,83,"('--experimental_cross_over_frequency=1',)"
10564,4,8,86,"('--experimental_cross_over_frequency=1',)"
10565,4,10,86,"('--experimental_cross_over_frequency=1',)"
10566,4,12,88,"('--experimental_cross_over_frequency=1',)"
10567,4,15,88,"('--experimental_cross_over_frequency=1',)"
10568,4,18,88,"('--experimental_cross_over_frequency=1',)"
10569,4,22,90,"('--experimental_cross_over_frequency=1',)"
10570,4,37,90,"('--experimental_cross_over_frequency=1',)"
10571,4,48,90,"('--experimental_cross_over_frequency=1',)"
10572,4,56,90,"('--experimental_cross_over_frequency=1',)"
10573,4,58,90,"('--experimental_cross_over_frequency=1',)"
10574,4,60,90,"('--experimental_cross_over_frequency=1',)"
10575,4,62,103,"('--experimental_cross_over_frequency=1',)"
10576,4,67,103,"('--experimental_cross_over_frequency=1',)"
10577,4,71,103,"('--experimental_cross_over_frequency=1',)"
10578,4,73,103,"('--experimental_cross_over_frequency=1',)"
10579,4,74,103,"('--experimental_cross_over_frequency=1',)"
10580,4,78,103,"('--experimental_cross_over_frequency=1',)"
10581,4,80,103,"('--experimental_cross_over_frequency=1',)"
10582,4,91,104,"('--experimental_cross_over_frequency=1',)"
10583,4,93,105,"('--experimental_cross_over_frequency=1',)"
10584,4,99,105,"('--experimental_cross_over_frequency=1',)"
10585,4,101,105,"('--experimental_cross_over_frequency=1',)"
10586,4,102,105,"('--experimental_cross_over_frequency=1',)"
10587,4,111,105,"('--experimental_cross_over_frequency=1',)"
10588,4,115,105,"('--experimental_cross_over_frequency=1',)"
10589,4,118,105,"('--experimental_cross_over_frequency=1',)"
10590,4,122,108,"('--experimental_cross_over_frequency=1',)"
10591,4,125,109,"('--experimental_cross_over_frequency=1',)"
10592,4,159,110,"('--experimental_cross_over_frequency=1',)"
10593,4,170,110,"('--experimental_cross_over_frequency=1',)"
10594,4,182,110,"('--experimental_cross_over_frequency=1',)"
10595,4,188,121,"('--experimental_cross_over_frequency=1',)"
10596,4,204,121,"('--experimental_cross_over_frequency=1',)"
10597,4,205,121,"('--experimental_cross_over_frequency=1',)"
10598,4,211,144,"('--experimental_cross_over_frequency=1',)"
10599,4,216,144,"('--experimental_cross_over_frequency=1',)"
10600,4,224,146,"('--experimental_cross_over_frequency=1',)"
10601,4,237,146,"('--experimental_cross_over_frequency=1',)"
10602,4,280,146,"('--experimental_cross_over_frequency=1',)"
10603,4,296,147,"('--experimental_cross_over_frequency=1',)"
10604,4,315,147,"('--experimental_cross_over_frequency=1',)"
10605,4,336,155,"('--experimental_cross_over_frequency=1',)"
10606,4,346,155,"('--experimental_cross_over_frequency=1',)"
10607,4,377,165,"('--experimental_cross_over_frequency=1',)"
10608,4,397,166,"('--experimental_cross_over_frequency=1',)"
10609,4,420,171,"('--experimental_cross_over_frequency=1',)"
10610,4,425,171,"('--experimental_cross_over_frequency=1',)"
10611,4,429,172,"('--experimental_cross_over_frequency=1',)"
10612,4,482,173,"('--experimental_cross_over_frequency=1',)"
10613,4,483,173,"('--experimental_cross_over_frequency=1',)"
10614,4,502,173,"('--experimental_cross_over_frequency=1',)"
10615,4,510,173,"('--experimental_cross_over_frequency=1',)"
10616,4,532,184,"('--experimental_cross_over_frequency=1',)"
10617,4,573,187,"('--experimental_cross_over_frequency=1',)"
10618,4,580,187,"('--experimental_cross_over_frequency=1',)"
10619,4,581,187,"('--experimental_cross_over_frequency=1',)"
10620,4,583,187,"('--experimental_cross_over_frequency=1',)"
10621,4,588,187,"('--experimental_cross_over_frequency=1',)"
10622,4,592,187,"('--experimental_cross_over_frequency=1',)"
10623,4,633,187,"('--experimental_cross_over_frequency=1',)"
10624,4,654,189,"('--experimental_cross_over_frequency=1',)"
10625,4,661,189,"('--experimental_cross_over_frequency=1',)"
10626,4,684,189,"('--experimental_cross_over_frequency=1',)"
10627,4,702,189,"('--experimental_cross_over_frequency=1',)"
10628,4,741,189,"('--experimental_cross_over_frequency=1',)"
10629,4,752,190,"('--experimental_cross_over_frequency=1',)"
10630,4,806,190,"('--experimental_cross_over_frequency=1',)"
10631,4,807,191,"('--experimental_cross_over_frequency=1',)"
10632,4,813,191,"('--experimental_cross_over_frequency=1',)"
10633,4,859,191,"('--experimental_cross_over_frequency=1',)"
10634,4,876,198,"('--experimental_cross_over_frequency=1',)"
10635,4,879,201,"('--experimental_cross_over_frequency=1',)"
10636,4,885,201,"('--experimental_cross_over_frequency=1',)"
10637,4,890,201,"('--experimental_cross_over_frequency=1',)"
10638,4,922,201,"('--experimental_cross_over_frequency=1',)"
10639,4,946,201,"('--experimental_cross_over_frequency=1',)"
10640,4,953,201,"('--experimental_cross_over_frequency=1',)"
10641,4,990,201,"('--experimental_cross_over_frequency=1',)"
10642,4,1041,201,"('--experimental_cross_over_frequency=1',)"
10643,4,1082,205,"('--experimental_cross_over_frequency=1',)"
10644,4,1123,205,"('--experimental_cross_over_frequency=1',)"
10645,4,1134,205,"('--experimental_cross_over_frequency=1',)"
10646,4,1138,205,"('--experimental_cross_over_frequency=1',)"
10647,4,1140,205,"('--experimental_cross_over_frequency=1',)"
10648,4,1145,206,"('--experimental_cross_over_frequency=1',)"
10649,4,1147,208,"('--experimental_cross_over_frequency=1',)"
10650,4,1153,210,"('--experimental_cross_over_frequency=1',)"
10651,4,1161,212,"('--experimental_cross_over_frequency=1',)"
10652,4,1167,212,"('--experimental_cross_over_frequency=1',)"
10653,4,1178,212,"('--experimental_cross_over_frequency=1',)"
10654,4,1201,212,"('--experimental_cross_over_frequency=1',)"
10655,4,1206,212,"('--experimental_cross_over_frequency=1',)"
10656,4,1208,240,"('--experimental_cross_over_frequency=1',)"
10657,4,1220,240,"('--experimental_cross_over_frequency=1',)"
10658,4,1236,240,"('--experimental_cross_over_frequency=1',)"
10659,4,1244,241,"('--experimental_cross_over_frequency=1',)"
10660,4,1251,241,"('--experimental_cross_over_frequency=1',)"
10661,4,1259,241,"('--experimental_cross_over_frequency=1',)"
10662,4,1287,241,"('--experimental_cross_over_frequency=1',)"
10663,4,1290,241,"('--experimental_cross_over_frequency=1',)"
10664,4,1294,241,"('--experimental_cross_over_frequency=1',)"
10665,4,1322,242,"('--experimental_cross_over_frequency=1',)"
10666,4,1343,243,"('--experimental_cross_over_frequency=1',)"
10667,4,1382,243,"('--experimental_cross_over_frequency=1',)"
10668,4,1408,245,"('--experimental_cross_over_frequency=1',)"
10669,4,1423,247,"('--experimental_cross_over_frequency=1',)"
10670,4,1514,253,"('--experimental_cross_over_frequency=1',)"
10671,4,1571,253,"('--experimental_cross_over_frequency=1',)"
10672,4,1572,253,"('--experimental_cross_over_frequency=1',)"
10673,4,1573,254,"('--experimental_cross_over_frequency=1',)"
10674,4,1574,255,"('--experimental_cross_over_frequency=1',)"
10675,4,1590,255,"('--experimental_cross_over_frequency=1',)"
10676,4,1593,256,"('--experimental_cross_over_frequency=1',)"
10677,4,1597,256,"('--experimental_cross_over_frequency=1',)"
10678,4,1612,256,"('--experimental_cross_over_frequency=1',)"
10679,4,1632,257,"('--experimental_cross_over_frequency=1',)"
10680,4,1648,257,"('--experimental_cross_over_frequency=1',)"
10681,4,1707,257,"('--experimental_cross_over_frequency=1',)"
10682,4,1723,257,"('--experimental_cross_over_frequency=1',)"
10683,4,1740,257,"('--experimental_cross_over_frequency=1',)"
10684,4,1743,259,"('--experimental_cross_over_frequency=1',)"
10685,4,1746,259,"('--experimental_cross_over_frequency=1',)"
10686,4,1803,259,"('--experimental_cross_over_frequency=1',)"
10687,4,1827,259,"('--experimental_cross_over_frequency=1',)"
10688,4,1859,268,"('--experimental_cross_over_frequency=1',)"
10689,4,1946,268,"('--experimental_cross_over_frequency=1',)"
10690,4,2027,268,"('--experimental_cross_over_frequency=1',)"
10691,4,2054,268,"('--experimental_cross_over_frequency=1',)"
10692,4,2060,268,"('--experimental_cross_over_frequency=1',)"
10693,4,2103,268,"('--experimental_cross_over_frequency=1',)"
10694,4,2127,268,"('--experimental_cross_over_frequency=1',)"
10695,4,2133,268,"('--experimental_cross_over_frequency=1',)"
10696,4,2147,268,"('--experimental_cross_over_frequency=1',)"
10697,4,2148,268,"('--experimental_cross_over_frequency=1',)"
10698,4,2185,269,"('--experimental_cross_over_frequency=1',)"
10699,4,2187,271,"('--experimental_cross_over_frequency=1',)"
10700,4,2197,273,"('--experimental_cross_over_frequency=1',)"
10701,4,2231,273,"('--experimental_cross_over_frequency=1',)"
10702,4,2242,273,"('--experimental_cross_over_frequency=1',)"
10703,4,2288,276,"('--experimental_cross_over_frequency=1',)"
10704,4,2355,276,"('--experimental_cross_over_frequency=1',)"
10705,4,2406,276,"('--experimental_cross_over_frequency=1',)"
10706,4,2450,278,"('--experimental_cross_over_frequency=1',)"
10707,4,2452,278,"('--experimental_cross_over_frequency=1',)"
10708,4,2456,278,"('--experimental_cross_over_frequency=1',)"
10709,4,2482,278,"('--experimental_cross_over_frequency=1',)"
10710,4,2515,278,"('--experimental_cross_over_frequency=1',)"
10711,4,2540,280,"('--experimental_cross_over_frequency=1',)"
10712,4,2558,280,"('--experimental_cross_over_frequency=1',)"
10713,4,2599,280,"('--experimental_cross_over_frequency=1',)"
10714,4,2643,280,"('--experimental_cross_over_frequency=1',)"
10715,4,2666,280,"('--experimental_cross_over_frequency=1',)"
10716,4,2674,280,"('--experimental_cross_over_frequency=1',)"
10717,4,2695,280,"('--experimental_cross_over_frequency=1',)"
10718,4,2713,282,"('--experimental_cross_over_frequency=1',)"
10719,4,2715,295,"('--experimental_cross_over_frequency=1',)"
10720,4,2727,295,"('--experimental_cross_over_frequency=1',)"
10721,4,2750,295,"('--experimental_cross_over_frequency=1',)"
10722,4,2753,295,"('--experimental_cross_over_frequency=1',)"
10723,4,2774,295,"('--experimental_cross_over_frequency=1',)"
10724,4,2793,295,"('--experimental_cross_over_frequency=1',)"
10725,4,2827,295,"('--experimental_cross_over_frequency=1',)"
10726,4,2923,295,"('--experimental_cross_over_frequency=1',)"
10727,4,2939,295,"('--experimental_cross_over_frequency=1',)"
10728,4,2955,295,"('--experimental_cross_over_frequency=1',)"
10729,4,3006,295,"('--experimental_cross_over_frequency=1',)"
10730,4,3035,295,"('--experimental_cross_over_frequency=1',)"
10731,4,3150,295,"('--experimental_cross_over_frequency=1',)"
10732,4,3157,295,"('--experimental_cross_over_frequency=1',)"
10733,4,3215,295,"('--experimental_cross_over_frequency=1',)"
10734,4,3239,295,"('--experimental_cross_over_frequency=1',)"
10735,4,3344,295,"('--experimental_cross_over_frequency=1',)"
10736,4,3404,297,"('--experimental_cross_over_frequency=1',)"
10737,4,3421,297,"('--experimental_cross_over_frequency=1',)"
10738,4,3428,298,"('--experimental_cross_over_frequency=1',)"
10739,4,3431,299,"('--experimental_cross_over_frequency=1',)"
10740,4,3443,299,"('--experimental_cross_over_frequency=1',)"
10741,4,3459,299,"('--experimental_cross_over_frequency=1',)"
10742,4,3472,299,"('--experimental_cross_over_frequency=1',)"
10743,4,3492,299,"('--experimental_cross_over_frequency=1',)"
10744,4,3524,299,"('--experimental_cross_over_frequency=1',)"
10745,4,3650,299,"('--experimental_cross_over_frequency=1',)"
10746,4,3654,303,"('--experimental_cross_over_frequency=1',)"
10747,4,3665,303,"('--experimental_cross_over_frequency=1',)"
10748,4,3668,303,"('--experimental_cross_over_frequency=1',)"
10749,4,3679,303,"('--experimental_cross_over_frequency=1',)"
10750,4,3680,303,"('--experimental_cross_over_frequency=1',)"
10751,4,3684,303,"('--experimental_cross_over_frequency=1',)"
10752,4,3692,303,"('--experimental_cross_over_frequency=1',)"
10753,4,3708,303,"('--experimental_cross_over_frequency=1',)"
10754,4,3709,306,"('--experimental_cross_over_frequency=1',)"
10755,4,3778,306,"('--experimental_cross_over_frequency=1',)"
10756,4,3800,306,"('--experimental_cross_over_frequency=1',)"
